item_id,text,label
'575775523852455938',rt usrId here s an iom map showing displacement centres in port vila capital of #vanuatu usrId #cyclonepam httpAddress,__lable__4
'575775599312039936',#rain rain go httpAddress i wonder when the #wind will pick up . inland #tauranga #bayofplenty #cyclonepam #wildweather,__lable__4
'575775647135563776',httpAddress is largest aid agency in #vanuatu amp ; we ve been working there for DD httpAddress support #cyclonepam appeal httpAddress,__lable__1
'575775710008250368',rt usrId #pam is inbound httpAddress,__lable__2
'575775721190092800',rt usrId i really like pam smiths new song sway me down,__lable__5
'575775751078682624',rt usrId unbelievable destruction reported after cyclone slams vanuatu httpAddress httpAddress,__lable__4
'575775769256833025',australian raaf flight getting all set to deliver aid and transport relief specialists to #vanuatu httpAddress httpAddress,__lable__5
'575775790341607424',rt usrId usrId reports from vanuatu devastated nation faces uncertain future after cyclone pam httpAddress http,__lable__2
'575775803100774400',2015 04 25 19 01 performances at pam peony pavilion httpAddress,__lable__1
'575775816451297280',#haiti #honduras cyclone pam leaves most of vanuatu population homeless httpAddress #bahrain #jamaica,__lable__5
'575775828421840897',stories of devastation from vanuatu in the aftermath of cyclone pam httpAddress,__lable__5
'575775871648284674',rt usrId usrId #pam vs #maleficent ? hm ? mal has magic but pam can httpAddress think theyd both b wounded and then go shopping,__lable__5
'575775892926042113',cyclone pam hits new zealand after devastating vanuatu DD march2016 httpAddress,__lable__1
'575775895039795200',at least eight dead in vanuatu cyclone officials httpAddress httpAddress,__lable__4
'575775920268689409',#afp #news #france aze jb usrId rt usrId dozens feared dead as a huge tropical cyclone .. httpAddress #openn your #europe,__lable__1
'575775973506863104',rt usrId unicef appeals for httpAddress million to help 82 01 children in #vanuatu and affected communities #cyclonepam httpAddress,__lable__1
'575776013361156096',cyclone pam disaster response teams travelling to vanuatu as dozens feared dead aid agencies say the httpAddress httpAddress,__lable__1
'575776026820804608',two pilbara ports shut as tropical cyclone olwyn httpAddress no significant impact to operations at port hedland,__lable__2
'575776071364317185',aid workers rush to help vanuatu after storm httpAddress,__lable__5
'575776071674560512',rt usrId our neighbours in #vanuatu need httpAddress donate now to help children affected by #cyclonepam httpAddress httpAddress,__lable__4
'575776074212073472',rt usrId jim and pam from the office are goals af,__lable__3
'575776103337435136',rt usrId internet in vanuatu goes down as cat 6 #cyclonepam devastates small island nation httpAddress httpAddress,__lable__4
'575776121549144064',the second auckland concert for rock band the eagles is starting earlier because of cyclone httpAddress httpAddress,__lable__6
'575776206181691392',the island of vanuatu has been devastated by a monster cyclone a monster storm hit the pacific island httpAddress httpAddress,__lable__4
'575776257289371649',i am not handling the httpAddress httpAddress he s seeing someone else who is nice damn her ! she s hiding her true httpAddress,__lable__4
'575776345994760192',usrId am dissapointed in myself pam,__lable__5
'575776377384800256',rt usrId cyclone hit vanuatu seeks world s help httpAddress photo via reuters httpAddress,__lable__1
'575776379180052480',#gossip cyclone olwyn continues to weaken httpAddress #australia,__lable__5
'575776395982405633',rt usrId devastation of #tropicalcyclonepam on #vanuatu is becoming more apparent aid groups say 60 01 children need help httpAddress,__lable__1
'575776406497591296',cyclone pam latest update 11 00am tuesday 18th march john law metservice httpAddress httpAddress httpAddress #weathernews,__lable__5
'575776436595773440',rt usrId jim and pam s reactions d d d d httpAddress,__lable__1
'575776534499209217',vinnie and pam welcoming you to a httpAddress httpAddress DD weather the weather authority httpAddress httpAddress,__lable__3
'575776564920647680',jim and pam kissed it s httpAddress,__lable__3
'575776569521737728',rt usrId shocking photos show vanuatu before and after cyclone pam httpAddress,__lable__4
'575776635556855808',most vanuatu people now homeless httpAddress,__lable__5
'575776746487836672',rt usrId hey httpAddress will you wait for me one second while i tie my shoe ? jim halpert httpAddress,__lable__1
'575776765399838721',usrId i just said i wasn t taking it away and they played httpAddress just wanted to point it out just like a cyclone fan would httpAddress,__lable__1
'575776883322675201',pam was so fine on martin d d d,__lable__1
'575776932924534784',restoring carnarvon water supply the priority amid cyclone olwyn clean up residents in the western httpAddress httpAddress,__lable__3
'575776946941882368',thoughts and prayers to httpAddress category D cyclone like #haiyan is httpAddress,__lable__1
'575777067549245442',update vanuatu hit hard by cyclone httpAddress,__lable__3
'575777073089875969',rt usrId tropical cyclone pam roars over httpAddress httpAddress #cyclonepam #portvila #vanuatuislands #tc via usrId,__lable__5
'575777082548092929',#tcpam appeal httpAddress m needed urgently for basic needs food water shelter httpAddress httpAddress httpAddress,__lable__4
'575777137950593024',cyclone pam nears vanuatu as an impressive storm #tucson httpAddress,__lable__3
'575777142576828416',rt usrId it s a D point cyclone lead with 6 20 to go . i can t believe how quickly they have done httpAddress #kubball #kwch13,__lable__4
'575777178987593729',rt usrId #kingdomnl shocked by devastation httpAddress offers 500 01 emergency aid to vanuatu amp ; water expertise to help rebuild http,__lable__1
'575777211694891008',the old ones are the best especially if they re done by pam ayres,__lable__4
'575777231684816896',rt usrId here s how you can help the thousands of displaced victims of #cyclonepam httpAddress,__lable__5
'575777249527480320',developed nations have sown the wind vanuatu has reaped the whirlwind andrew simms #keepitintheground httpAddress,__lable__1
'575777285300576256',rt usrId i remember when these majors tried to sue httpAddress their hq was on httpAddress most of the courts amp ; laws what like wtf ? today good,__lable__2
'575777307807379456',rt usrId i wish our troops were going to vanuatu instead of iraq,__lable__2
'575777592977960960',everywhere people trying to dry things httpAddress but drinking water scarce even the hospital running httpAddress #cyclonepam httpAddress,__lable__1
'575777597654700033',rt usrId a boy among the wreckage of his village just outside port vila httpAddress httpAddress,__lable__4
'575777650565906432',usrId hey httpAddress so sorry to hear that you struggled with httpAddress in the future we re planning to have reserved httpAddress,__lable__1
'575777675320672256',rt usrId i ship pam and jim on the office so hard,__lable__4
'575777730052009984',real clear politics aid agencies struggle to reach affected in vanuatu after monster cyclone pam httpAddress httpAddress,__lable__4
'575777732052717568',cyclone pam hammers vanuatu at least D confirmed deaths .. httpAddress,__lable__4
'575777821307461633',and my day is httpAddress sad day to be a cyclone,__lable__5
'575777903226548225',hope the folks in #vanuatu are finding adequate shelter right about httpAddress,__lable__3
'575777911594090497',lmao like pam saying rick s making an effort bc he asked for a second lemon bar this httpAddress httpAddress #boldandbeautiful,__lable__3
'575777941667364865',rt usrId breaking news govt considering future of carnarvon after second major cyclone in recent years on basis of lifestyle and,__lable__6
'575778013591257090',waiting cyclone what are yemen rebels european need,__lable__6
'575778060814786560',the people survived vanuatu says cyclone death toll won t httpAddress httpAddress,__lable__2
'575778084219125760',usrId hey pam how nice to be waking up each morning in new httpAddress from crisp frost and blue sky on #southdowns uk,__lable__2
'575778154758807553',rt usrId thanks to the royal australian air force #raaf for flying our team and supplies out to httpAddress #emergencyresponse ht,__lable__5
'575778191266156544',usrId the trees are pretty horizontal i think i am only gonna get the tip of the pam,__lable__4
'575778252892979201',tropical cyclone slams into vanuatu leaving death and destruction in its wake httpAddress #world,__lable__5
'575778255636033536',rt usrId children living in shelter in freshwota school httpAddress homes httpAddress DD people sleeping in httpAddress httpAddress,__lable__1
'575778282840309760',rt usrId httpAddress cyclone pam moves away from vanuatu may approach north island of new .. #cyclonepam DD,__lable__4
'575778283813408768',rural #vanuatu homes at high risk of #tcpam httpAddress httpAddress httpAddress,__lable__1
'575778297184841728',rt usrId #cyclonepam affected around DD islands of httpAddress most immediate needs are shelter food water health and logistics su,__lable__4
'575778311516766209',usrId it s not even noon yet and i m ready for beer wings and cyclone basketball #big12mbb #big13tournament hawkeye,__lable__5
'575778465397407744',where are ashley pam ella and byron ?! #pll #prettylittleliars,__lable__3
'575778481675481090',rt usrId #vanuatu media release pacific humanitarian team to support government response to devastating impacts of #tcpam httpAddress,__lable__1
'575778488482938880',rt usrId zherony httpAddress 9 3 9 httpAddress,__lable__4
'575778626785902592',trees toppled cities cut off after tropical cyclone pam roars over vanuatu cnn cnntrees toppled cities httpAddress httpAddress,__lable__2
'575778644771012608',vanuatu cyclone devastation mapped httpAddress,__lable__5
'575778676568010752',rt usrId aid agencies struggle to reach remote islands of vanuatu after monster cyclone httpAddress,__lable__6
'575778689432031232',omg i m on the jim amp ; pam wedding episode i m gonna cry,__lable__1
'575778712420909056',cyclone pam i ve watched islanders protect their homes from a previous cyclone with httpAddress httpAddress #independent,__lable__5
'575778712521568257',relief teams report devastation and death after monster vanuatu cyclone httpAddress,__lable__3
'575778712630599680',#nowplaying baby bash httpAddress t pain usrId usrId cyclone . tune in httpAddress usrId usrId,__lable__3
'575778713280753664',rt usrId cyclone pam that devastated #vanuatu marks the #urgency of taking action to reduce risk from nat disasters httpAddress,__lable__1
'575778727642058752',mica huge cyclone devastates pacific islands httpAddress,__lable__3
'575778756570165248',where i come from people do big httpAddress once a cyclone always a httpAddress #champs 7,__lable__4
'575778760999350272',boyy pam was so doggone thick on martin 10 c d,__lable__1
'575778781748559874',i love when pam and martin get into it . #martin #classic,__lable__5
'575778852405907459',day 24 there s nothing better than a cyclone win !! b #gostate httpAddress,__lable__1
'575778857619439616',rt usrId tropical cyclone pam destroyed many homes usrId httpAddress httpAddress usrId usrId httpAddress,__lable__4
'575778883280236544',rt usrId httpAddress #vanuatu cyclone pam strikes vanuatu with deadly force vanuatu british colombia can abbotsford DD,__lable__1
'575778899038240769',httpAddress #usa cyclone pam vanuatu will run out of food in a week as httpAddress httpAddress #usa,__lable__1
'575778951672524801',rt usrId intrigue by the wave of emotions that come from looking at old school photos amp ; memories that come flying at you like a brick,__lable__2
'575779020526108672',vanuatu president in cyclone appeal vanuatu president baldwin lonsdale appeals for international help after httpAddress httpAddress,__lable__3
'575779039597756416',nice to know people care about nz other side of the httpAddress elderly man in shoe shop in london worried about cyclone pam amp ; impact on nz,__lable__5
'575779050884587520',rt usrId httpAddress funds #telecomssansfrontieres to bridge the communication gap between islands in #vanuatu after #cyclonepam httpAddress,__lable__1
'575779164529143808',rt usrId first #aid teams reach #vanuatu find widespread devastation httpAddress #cyclonepam #wcdrr #disaster httpAddress,__lable__2
'575779206564593664',rt usrId at least 55k children affected by #cyclonepam in httpAddress were working to provide immediate assistance httpAddress,__lable__3
'575779313494007808',rt usrId strong equatorial rossby wave and mjo seen on march 12 DD as #cyclonepam and ts #bavi httpAddress httpAddress,__lable__3
'575779325414371328',echo by pam munoz ryan has stolen my httpAddress wonderful sweet enchanting read ! #5thchat #readeveryday #elemchat,__lable__3
'575779353264422912',run build stay how islanders survived vanuatu s cyclone httpAddress #world #news,__lable__1
'575779430599032832',rt usrId our caritas partners are responding to the deadly cyclone in #vanuatu httpAddress,__lable__1
'575779438031323136',usrId yep yep same some girl asked me about when jim and pam stay on the farm and i knew the season and ep . lolz,__lable__5
'575779455865585666',vanuatu slams aid agencies httpAddress,__lable__1
'575779476841299968',rt usrId communication lost as #cyclone pam hammers vanuatu httpAddress,__lable__1
'575779477671800833',goodnight i love niall yicel erin elijah amb dani melissa iris alex jordan jai val em pam gabby damia hailey molly mae grace amp ; my mutuals 4,__lable__5
'575779492343517184',rt usrId our team in #vanuatu are busy distributing much needed httpAddress thanks to our staff amp ; supporters ! #cyclonepam httpAddress,__lable__1
'575779549453008896',aid teams report devastation and death after vanuatu cyclone,__lable__5
'575779571313831936',rt usrId it s like a bomb has gone off in the centre of the town our colleague httpAddress countless homes torn apart communities,__lable__5
'575779620328448000',rt usrId crew of hokule a hunker down as cyclone pam nears new zealand httpAddress httpAddress,__lable__5
'575779670123216896',#vanuatu devastated by #cyclonepam httpAddress,__lable__1
'575779712808718337',rt usrId cyclone proof buildings badly damaged 100s in light shelters likely to be affected #redcross sending 101 tarpaulins,__lable__2
'575779727044145152',rt usrId efforts to rebuild #vanuatu are speeding up as supplies begin to reach remote islands httpAddress jo httpAddress,__lable__4
'575779756416831488',cyclone pam death toll rises to DD as vanuatu begins to assess damage httpAddress gu,__lable__1
'575779821453639680',rt usrId you think the titanic took on a lot of fluids ? wait til the cyclone fans hit the bars httpAddress,__lable__1
'575779888285745152',new on tbn brazil legend usrId to lease his forehead for commercial advertising from next httpAddress httpAddress #brazil #pele #tbn,__lable__1
'575779988164644865',sydney reuters one of the pacific ocean s most powerful ever storms devastated the island nation of vanuatu on saturday tearing ..,__lable__2
'575779992564461569',#ferrisgumphats #runningfortheunfortuante people #vanuatucyclonedamage please donate httpAddress httpAddress,__lable__1
'575780038643216384',usrId happy birthday pam 3 4,__lable__1
'575780050378842113',rt usrId great network of webcams from #vanuatu as #cyclonepam httpAddress httpAddress httpAddress,__lable__5
'575780058373185539',rt usrId we got an overnight update from vanuatu on cyclone pam httpAddress thanks isso ! httpAddress pic usrId httpAddress,__lable__3
'575780102543269888',rt usrId httpAddress cyclone pam dozens feared dead in vanuatu in one of worst storms in pacific .. #vanuatu DD,__lable__1
'575780169199284224',rt usrId cyclone pam destroyed 91 of buildings on vanuatu says president video httpAddress,__lable__6
'575780182814031873',human rights groups say civil liberties and democratic freedoms have suffered during putin s httpAddress #humanrights httpAddress,__lable__4
'575780271028506624',usrId usrId i httpAddress that interaction has a wealth of untapped potential especially if we bring pam along for the ride,__lable__5
'575780353618677761',rt usrId congratulations to everyone who jumped on the iowa state httpAddress it took only one game for you to get the full cyclo,__lable__3
'575780363387035649',eight dead as pam slams vanuatu eight people confirmed dead from cyclone pam in vanuatu with fears for httpAddress httpAddress,__lable__5
'575780371691786240',rt usrId series of #cyclonepam assistance maps from usrId statistics division usrId usrId httpAddress,__lable__3
'575780413513334785',rt usrId fierce tropical cyclone pam is pinwheeling into fiji and vanuatu tropical cyclone pam is continuing to gain httpAddress httpAddress,__lable__3
'575780430818861057',why hasnt ottawa sent the dart team to vanuatu ? ipolitics httpAddress,__lable__3
'575780544883003394',rt usrId this whole time we were waiting for cyclone httpAddress really it was cyclone httpAddress #xfactornz,__lable__1
'575780562964602880',rt usrId how is this not our own version of apartheid ? wa aboriginal people denied entry to tourist cyclone httpAddress vile httpAddress,__lable__5
'575780605104951297',on this day for march DD #cyclone jasper pictured forms along with izilda and s . atlantic storm catarina httpAddress,__lable__1
'575780606098870272',rt usrId usrId wed love your support to rt #cyclonepam appeal 76k kids need urgent httpAddress donate usrId http,__lable__2
'575780641733767168',rt usrId rt usrId oxfaminvanuatu s usrId on what it s like to face up to a cyclone of this size amp ; httpAddress httpAddress,__lable__4
'575780727624597504',rt usrId vanuatu disaster the island hit by an earthquake a volcano then cyclone pam httpAddress,__lable__6
'575780728480333824',aid workers scramble to help cyclone victims the fury of tropical cyclone pam one of the most powerful httpAddress httpAddress,__lable__2
'575780730137018368',cyclone pam tears through vanuatu tropical cyclone pam has killed at least eight people around the vanuatu httpAddress httpAddress,__lable__1
'575780732481703936',rt usrId but we r DD years as a club so i will donate a further 10k to make it DD01 for DD years #warriorsforever #vanuatu http,__lable__6
'575780808117592064',as cyclone bore down vanuatu president disaster officials left for conference channel news asia httpAddress,__lable__1
'575780821618966528',emergency help for #vanuatu following #cyclonepam httpAddress via usrId #relief #reconstruction,__lable__2
'575780822537494528',rt usrId red cross unbelievable destruction in port vila vanuatu from tropical cyclone httpAddress httpAddress httpAddress,__lable__5
'575780822545883137',httpAddress usrId usrId usrId usrId in honor of sam 1 pam anderson 2 broadway 3 poker ! 4 4 5,__lable__3
'575780849871945729',rt usrId look at this intimidating image of category D #pam as it tracks toward the southern #vanuatu httpAddress httpAddress,__lable__6
'575780930276696064',world run build stay how islanders survived vanuatus cyclone tanna island vanuatuwhen her roof started httpAddress,__lable__5
'575780981581316098',2 40 hidden cyclone D pt ew DD D hills vcbet bet365 betway D0 D httpAddress others 4 40 grand vision D6 D vcbet D4 D coral 6 places general,__lable__2
'575781003102302208',thinking of u all in #vanuatu ; specially families with young children pregnant mothers and the httpAddress v . proud #nz s first on the httpAddress,__lable__5
'575781017430069248',rt usrId #cyclone #pam is in top D most intense tropical storms recorded on httpAddress httpAddress jo httpAddress,__lable__2
'575781032147857409',cyclone pam why japan is a leader in disaster relief video christian science monitor httpAddress,__lable__5
'575781041123753986',wl toys v2D3 cyclone ufo D channel D axis gyro quadcopter httpAddress ready to fly green httpAddress,__lable__1
'575781041836687360',usrId looks at her and laughs i think everybody knows that httpAddress after all you are lazy but httpAddress winks at her and sticks,__lable__4
'575781043317276673',rt usrId the cyclone pounding vanuatu is so huge it caused flooding DD miles away on httpAddress httpAddress usrId,__lable__6
'575781047259959296',vanuatu comms still down ! hope everyone is ok,__lable__4
'575781047436079104',oxfaminvanuatu you can help vanuatu recover from devastating #cyclonepam how ? please visit httpAddress httpAddress thanks !,__lable__4
'575781094273867777',rt usrId here s another great organisation to donate to partnering with my old host organisation live and learn #cyclonepam https,__lable__2
'575781103799140352',usrId rising risks from extreme weather and climate change vanuatu faces sea level rise httpAddress cyclones httpAddress httpAddress,__lable__1
'575781125743853568',rt usrId usrId beginning to see extent of damage in vanuatu from mega storm cyclone httpAddress usrId #tcpam httpAddress,__lable__4
'575781142353195008',rt usrId httpAddress says #cyclonepam survivors in #vanuatu need urgent help launches httpAddress mln appeal httpAddress ht,__lable__1
'575781168110432256',rt usrId #breaking vanuatu cyclone has damaged up to 91 of capital s houses oxfam says,__lable__1
'575781218836291584',rt usrId D adventist churches destroyed in vanuatu httpAddress httpAddress,__lable__1
'575781221244006400',early footage of cyclone pam hitting nz httpAddress,__lable__1
'575781267423145985',episode D of the story of dart httpAddress get an insight into the initial steps of an httpAddress httpAddress #cyclonepam #vanuatu,__lable__4
'575781344770441216',rt usrId pam n usrId il case study their adoption of it best practice was really all about organizational httpAddress #cobitconf #itsm,__lable__1
'575781383005732864',httpAddress targets shelter water in httpAddress million appeal for cyclone hit vanuatu london thomson reuters httpAddress httpAddress,__lable__4
'575781477029429248',rt usrId vanuatu cyclone pam one of worst in pacific history humanitarian news httpAddress,__lable__5
'575781534575255552',how australia is helping vanuatu the australian httpAddress #aust,__lable__4
'575781568905670657',tropical cyclone batters vanuatu ; dozens feared dead httpAddress,__lable__2
'575781671179456512',mcm best je rumah rt usrId finished training for the httpAddress back home chilling watching footballs greatest #pele httpAddress,__lable__1
'575781782731128832',evacuated goulburn island needs own cyclone shelter nt chief minister httpAddress,__lable__3
'575781873273597952',last #carnarvon #bananas salvaged after #cyclone #olwyn packed and sent to #perth httpAddress #cycloneolwyn #tcolwyn #perthnews,__lable__1
'575781975190962176',rt usrId cyclone nathan is set to make landfall in far north queensland on friday as a category 3 . right now 551kms ne of cairns,__lable__5
'575782021357699074',rt usrId #wateris starting to flow in #vanuatu hilson from usrId tests water from newly restored supply system httpAddress,__lable__2
'575782063153926144',tropical cyclone pam pounds south pacific islands dozens feared dead httpAddress,__lable__1
'575782138810736640',adra vanuatu is ready amp ; on standby as we monitor the category D #cyclonepam currently battering httpAddress updates to httpAddress #adraresponds,__lable__5
'575782210722140160',omg pam is pregnant yes,__lable__4
'575782214505357312',cyclone pam lashes httpAddress worst storm in living httpAddress httpAddress via usrId,__lable__1
'575782241231618048',DD killed amp ; 3 301 displaced after cyclone pam struck #vanuatu un says httpAddress httpAddress,__lable__6
'575782271149436931',rt usrId we woke up today to complete and total devastation says usrId in httpAddress httpAddress #cyclonepam #tcpam,__lable__4
'575782288073486336',#wearethepeople tropical cyclone pam strengthens into category D storm slams vanuatu capital cnn httpAddress,__lable__3
'575782292175478787',rt usrId #retweet rt ajenews at least D confirmed dead after category D cyclone hits vanuatu ; death toll could rise httpAddress,__lable__2
'575782298488074241',item,__lable__1
'575782328959631360',cyclone pam hits new zealand dominion post httpAddress httpAddress httpAddress,__lable__5
'575782333254533120',#cylonepam devastates #vanuatu regional disaster #insurance scheme can help fund gvt rebuilding efforts httpAddress #wcdrr,__lable__1
'575782344163913728',rt usrId emergency response teams from australia are on their way to vanuatu where dozens are feared httpAddress httpAddress #tc,__lable__3
'575782358969769985',vanuatu #rt cyclone pam lashes vanuatu with category D winds the weather channel the weather channel httpAddress,__lable__4
'575782416972836864',aid agencies vanuatu conditions more challenging than philippines typhoon httpAddress,__lable__1
'575782470823624705',item,__lable__1
'575782563958013952',cyclone pam hits new zealand dominion post httpAddress httpAddress httpAddress,__lable__4
'575782604479270912',#cylonepam devastates #vanuatu regional disaster #insurance scheme can help fund gvt rebuilding efforts httpAddress #wcdrr,__lable__6
'575782604814729216',rt usrId emergency response teams from australia are on their way to vanuatu where dozens are feared httpAddress httpAddress #tc,__lable__1
'575782643834486784',vanuatu #rt cyclone pam lashes vanuatu with category D winds the weather channel the weather channel httpAddress,__lable__1
'575782647193980929',aid agencies vanuatu conditions more challenging than philippines typhoon httpAddress,__lable__5
'575782764831711232',rt usrId D year old michael in his village now httpAddress village chief tells me desperately need httpAddress #vanuatu httpAddress,__lable__4
'575782784507199490',rt usrId usrId usrId usrId with you httpAddress i m sure he d be httpAddress throw pam in the mix too winks,__lable__2
'575782879227043841',cyclone pam solutions to the human cost of climatechange httpAddress,__lable__6
'575782880929931264',usrId he he how s it going pam ?,__lable__2
'575782898533408768',rt usrId help victims of #cyclonepam in #vanuatu now httpAddress,__lable__4
'575782903960895489',thousands await aid in vanuatu as death toll increases fox news httpAddress,__lable__1
'575783038723997696',#death toll varies as officials struggle to assess cyclone pam s damage fox news httpAddress,__lable__1
'575783057984106496',complete devastation after cyclone hits island nation of vanuatu httpAddress,__lable__4
'575783084139769857',devastated vanuatu starts to get aid httpAddress,__lable__6
'575783088564867072',rt usrId at 12 02pm local time severe tropical cyclone pam was located about DD km south of tanna and DD km httpAddress httpAddress,__lable__2
'575783097167298560',sam smith lay me down red nose day 2017 ft . httpAddress gt ; gt ; httpAddress timeline #vanuatu # #xfactornz # httpAddress,__lable__4
'575783133209038848',httpAddress tracking link for cyclone pan usrId,__lable__1
'575783428693606402',cyclone pam untangling the complex science on tropical storms and climate change carbon brief httpAddress,__lable__4
'575783560986030080',rt usrId sending off an adventurer today ! usrId enjoy your vacation in #china before your #reliefwork in #vanuatu ! #service ht,__lable__4
'575783628153733121',thank pam for the favored httpAddress,__lable__4
'575783732872933376',rt usrId first photos coming from our staff in httpAddress scenes of absolute destruction #cyclonepam httpAddress,__lable__1
'575783749503188992',rt usrId day D in #vanuatu protecting animals after #tcpam our team feeds the pelam family s dogs snoopy and blackie httpAddress,__lable__4
'575783804909981696',rt usrId httpAddress tropical cyclone pam vanuatu aid workers call for patience amid massive .. #vanuatu DD,__lable__4
'575783808361852928',vanuatu begins relief efforts after massive cyclone hits struggles to assess damage httpAddress,__lable__1
'575783911902593024',united nations fears the worst after typhoon batters vanuatu httpAddress httpAddress,__lable__6
'575783955711942656',cyclone sets country back years jacobeth nilah wails in pain in the storm battered httpAddress httpAddress,__lable__3
'575783975408435200',creatine enriched high protein cyclone milk world s first maxinutrition httpAddress via usrId,__lable__4
'575784025916317697',rt usrId httpAddress #cyclonepam cyclone pam cyclone pam sounds like a freight train httpAddress,__lable__4
'575784055838412800',pam anderson rick salomon made 42 mil last year .. playing poker with one guy !! httpAddress,__lable__5
'575784080605847553',rt usrId our thoughts are with vanuatu and other pacific countries hit by this httpAddress httpAddress,__lable__2
'575784100797247489',httpAddress vanuatu takes direct hit from cyclone pam possibly worst in .. #retweet #news httpAddress,__lable__1
'575784130371158016',rt usrId here is the promo video for tomorrows offering for vanuatu ! please share with your friends and families today ! httpAddress,__lable__4
'575784134641086465',i m tryin so hard not to laugh while pam got this hot comb to my hair 2 4,__lable__1
'575784186306510848',the bbc could have checked wikipedia for the truth about cyclone pam the storm which devastated vanuatu is httpAddress httpAddress,__lable__5
'575784199497519104',pam anderson files restraining order against rick solomon .. allegations of serial baby killer httpAddress,__lable__5
'575784229675520001',feeling for the beautiful people of httpAddress recovery will take a long httpAddress httpAddress,__lable__2
'575784238533976065',rt usrId vanuatu president says monster cyclone destoyed or damaged 92 of buildings in capital httpAddress httpAddress,__lable__1
'575784269768949760',still httpAddress watching cyclone pam on httpAddress very near east cape north island httpAddress httpAddress,__lable__2
'575784287724781568',thousands wait for relief in vanuatu as death toll inches up thousands of people left homeless by a fierce httpAddress httpAddress,__lable__1
'575784307878293504',rt usrId about D in D children in #vanuatu in need of humanitarian assistance httpAddress #cyclonepam httpAddress,__lable__4
'575784333606154240',christian worship rises amid vanuatu destruction httpAddress,__lable__1
'575784404578091008',rt usrId after cyclone israeli mission provides relief in vanuatu httpAddress,__lable__4
'575784431882887168',usrId cricket communities rally behind vanuatu icc cricket australia and new zealand cricket pitch in to held the people of httpAddress,__lable__4
'575784496668213248',rt usrId pam piero amzing select photo usrId httpAddress,__lable__1
'575784532957401088',vanuatu cyclone first aid reaches islands ravaged by pam bbc news DD march 22DD last httpAddress httpAddress #worldnews,__lable__1
'575784553517707264',#entertainment #buzz custom pam anderson neck plate httpAddress httpAddress #buy #discount,__lable__4
'575784572870336513',tropical cyclone pam kills at least six people in vanuatu wall street journal httpAddress,__lable__4
'575784608375177216',aid worker in cyclone hit vanuatu holding on for dear life early reports from vanuatu said at least six httpAddress httpAddress,__lable__6
'575784608379310081',vanuatu cyclone grave concern for outlying villages the australian the australianvanuatu cyclone grave httpAddress httpAddress,__lable__1
'575784635424182272',cyclone pam delays volvo ocean race start leg D auckland itajai #vor #bwr203D #sailing videos httpAddress,__lable__4
'575784635633827840',rt usrId baldwin lonsdale vanuatus president on #cyclonepam climate change contributes to these extreme weather events http,__lable__5
'575784636036554752',cyclone hits island nation of vanuatu and kills D httpAddress,__lable__2
'575784687878205440',come out and let s show pam some love and wish her a happy birthday ! outside oyster roast at noon httpAddress httpAddress,__lable__4
'575784813896069121',rt usrId mea will provide immediate financial assistance to people of httpAddress we stand shoulder to shoulder with vanuatu in this,__lable__4
'575784844560572416',rt usrId there s reports ravaged vanuatu experienced an eight metre storm surge as a result of httpAddress,__lable__3
'575784890186272768',uff !! it caught ; unbelievable destruction reported in tropical cyclone pam s wake cnn httpAddress httpAddress #gossip,__lable__6
'575784936059240448',a week after vanuatu cyclone some homeless still await help httpAddress,__lable__1
'575784938970075137',my very rude further adventures httpAddress amazon us httpAddress uk httpAddress more of pams httpAddress,__lable__1
'575784979365392385',cyclone pam may be one of the worst in pacific history unicef super tropical cyclone pam could be one of httpAddress httpAddress,__lable__1
'575785102459842560',rt usrId a cat can work out mathematically the exact spot to sit to cause the most httpAddress pam brown httpAddress,__lable__5
'575785108784816129',#news #tv #media cyclone pam vanuatu grapples with devastation after deadly storm httpAddress,__lable__2
'575785145984135169',aquamarine spring color by pam httpAddress #artisanbot #udobiz #decor #jewelry #art #gifts,__lable__6
'575785162832769024',we are tipping hidden cyclone to blow his ryanair chase rivals this afternoon at httpAddress race preview httpAddress httpAddress,__lable__2
'575785246613987328',rt usrId not many have heard of httpAddress keep them in our prayers as massive cyclone rips the httpAddress may the almighty protect and g,__lable__4
'575785264498479104',rt usrId #samoaredcross liaising with its government to send relief stocks to tuvalu on pacific patrol boat #mvnafanua to tuvalu #,__lable__5
'575785281116241920',rt usrId tropical cyclone pam now a category D as it approaches new zealand winds at cape reinga gusting up to 1D2 k s an hour e,__lable__4
'575785285302145026',#thetwittazine usrId #suemee thesuemee those runnin vanuatu should b #ashamed the bolt report supporters group httpAddress,__lable__4
'575785292705062912',rt usrId our partners at island reach joining recovery efforts as #vanuatu deals with #cyclone httpAddress httpAddress httpAddress,__lable__4
'575785299025899520',while waiting for cyclone pam to pass lmao usrId 2 2 4 httpAddress,__lable__3
'575785318802153472',breaking cyclone devastates vanuatu financial times new york timescyclone devastates httpAddress httpAddress #khaatumo #khatumo,__lable__1
'575785344739713024',cyclone hit vanuatu appeals for help httpAddress,__lable__4
'575785371142914049',rt usrId #gippsnews mt usrId is here ! benefit concert for vanuatu cyclone httpAddress httpAddress httpAddress,__lable__1
'575785372396843008',food running critically short in vanuatu as entire islands described as httpAddress,__lable__4
'575785393531940864',rt usrId vanuatu in desperate appeal for aid after devastating httpAddress dozens feared httpAddress httpAddress httpAddress,__lable__4
'575785437240778752',#xfactornz i was worried about cyclone httpAddress but why ?,__lable__5
